row_id,book_title,book_author,book_publication_year,film_title,movie_release_year,release_period,genre_bucket,match_confidence,fiction_work_raw,film_adaptation_raw,source_page_url,book_avg_rating,book_ratings_count,book_reviews_count,book_page_count,book_series_indicator,book_description,book_description_length,goodreads_match_title,goodreads_match_score,movie_release_month,runtime_minutes,mpaa_rating,distributor,movie_genre_raw,imdb_vote_count,imdb_rating,top_500_box_office
53,The Enchanted April,Elizabeth von Arnim,1922,Enchanted April,1992,1990_1994,Fantasy_SciFi,medium,"The Enchanted April (1922), Elizabeth von Arnim",Enchanted April (1992),https://en.wikipedia.org/wiki/List_of_fiction_works_made_into_feature_films_(D%E2%80%93J),3.97,343.0,15.0,,0.0,"A discreet advertisement in The Times, addressed to ""those who appreciate wisteria and sunshine,"" is the prelude to a revelatory month for four very different women. High above a bay on the Italian Riviera stands the medieval castle San Salvatore. Beckoned to this haven are Mrs. Wilkins, Mrs. Arbuthnot, Mrs. Fisher, and Lady Caroline Dester, each quietly craving a respite. Lulled by the gentle spirit of the Mediterranean, they gradually shed their public skins, discovering a harmony each of them has longed for but none has ever known. First published in 1922, this captivating novel is imbued with the descriptive power and lighthearted irreverence for which Elizabeth von Arnim is renowned.",697.0,The Enchanted April,100,11.0,95.0,PG,Netflix | Medusa Film,Drama,7741.0,7.3,0
54,Sphere,Michael Crichton,1987,Sphere,1998,1995_1999,Fantasy_SciFi,medium,"Sphere (1987), Michael Crichton",Sphere (1998),https://en.wikipedia.org/wiki/List_of_fiction_works_made_into_feature_films_(S%E2%80%93Z),3.77,1363.0,27.0,,0.0,"From the author of Jurassic Park, Timeline, and Congocomes a psychological thriller about a group of scientists who investigate a spaceship discovered on the ocean floor.
In the middle of the South Pacific, a thousand feet below the surface, a huge vessel is unearthed. Rushed to the scene is a team of American scientists who descend together into the depths to investigate the astonishing discovery. What they find defies their imaginations and mocks their attempts at logical explanation. It is a spaceship, but apparently it is undamaged by its fall from the sky. And, most startling, it appears to be at least three hundred years old, containing a terrifying and destructive force that must be controlled at all costs.",723.0,Sphere,100,2.0,134.0,PG-13,Warner Bros. Entertainment | Netflix,"Mystery,Sci-Fi,Thriller",118159.0,6.1,0
55,Timeline,Michael Crichton,1999,Timeline,2003,2000_2004,Fantasy_SciFi,medium,"Timeline (1999), Michael Crichton",Timeline (2003),https://en.wikipedia.org/wiki/List_of_fiction_works_made_into_feature_films_(S%E2%80%93Z),3.83,150786.0,2942.0,489.0,0.0,"In an Arizona desert, a man wanders in a daze, speaking words that make no sense. Within twenty-four hours he is dead, his body swiftly cremated by his only known associates. Halfway around the world, archaeologists make a shocking discovery at a medieval site. Suddenly they are swept off to the headquarters of a secretive multinational corporation that has developed an astounding technology. Now this group is about to get a chance not to study the past but to enter it. And with history opened up to the present, the dead awakened to the living, these men and women will soon find themselves fighting for their very survival -- six hundred years ago.",655.0,Timeline,100,11.0,116.0,PG-13,Paramount Pictures,"Action,Adventure,Sci-Fi",69106.0,5.6,0
56,Eragon,Christopher Paolini,2003,Eragon,2006,2005_2009,Fantasy_SciFi,medium,"Eragon (2003), Christopher Paolini",Eragon (2006),https://en.wikipedia.org/wiki/List_of_fiction_works_made_into_feature_films_(D%E2%80%93J),3.86,178.0,15.0,593.0,1.0,"Un ragazzo. Un drago. Un mondo di avventure. Quando Eragon trova una liscia pietra blu nella foresta, e convinto che gli sia toccata una grande fortuna: potra venderla e nutrire la sua famiglia per tutto l'inverno. Ma la pietra in realta e un uovo. Quando si schiude rivelando il suo straordinario contenuto, un cucciolo di drago, Eragon scopre che gli e toccata in sorte un'eredita antica come l'Impero. Forte di una spada magica e dei consigli di un vecchio cantastorie, dovra cavarsela in un universo denso di magia, mistero e insidie, imparare a distinguere l'amico dal nemico, dimostrare di essere il degno erede dei Cavalieri dei Draghi...",645.0,Eragon,100,12.0,104.0,PG,Netflix | InterCom | Disney+,"Action,Adventure,Family",134395.0,5.1,0
57,The Girl Who Leapt Through Time,Yasutaka Tsutsui,1966,Time Traveller: The Girl Who Leapt Through Time,2010,2010_2014,Fantasy_SciFi,medium,"The Girl Who Leapt Through Time (時をかける少女, Toki o Kakeru Shōjo) (serialised 1966–1967, published as a book 1967), Yasutaka Tsutsui",Time Traveller: The Girl Who Leapt Through Time (2010),https://en.wikipedia.org/wiki/List_of_fiction_works_made_into_feature_films_(D%E2%80%93J),3.15,63.0,12.0,,0.0,"The story of Kazuko Yoshiyama, a schoolgirl who accidentally acquires the ability to time travel.",97.0,The Girl who Leapt Through Time,100,3.0,122.0,,,"Adventure,Drama,Sci-Fi",1800.0,6.5,0
58,Ready Player One,Ernest Cline,2011,Ready Player One,2018,2015_2019,Fantasy_SciFi,medium,"Ready Player One (2011), Ernest Cline",Ready Player One (2018),https://en.wikipedia.org/wiki/List_of_fiction_works_made_into_feature_films_(K%E2%80%93R),4.31,376328.0,44094.0,374.0,0.0,"In the year 2044, reality is an ugly place. The only time teenage Wade Watts really feels alive is when he's jacked into the virtual utopia known as the OASIS. Wade's devoted his life to studying the puzzles hidden within this world's digital confines, puzzles that are based on their creator's obsession with the pop culture of decades past and that promise massive power and fortune to whoever can unlock them. When Wade stumbles upon the first clue, he finds himself beset by players willing to kill to take this ultimate prize. The race is on, and if Wade's going to survive, he'll have to win--and confront the real world he's always been so desperate to escape.",667.0,Ready Player One,100,3.0,140.0,PG-13,Warner Bros. Entertainment | Netflix,"Action,Adventure,Sci-Fi",538288.0,7.4,0
59,Planet of the Apes,Pierre Boulle,1963,Kingdom of the Planet of the Apes,2024,2020_2024,Fantasy_SciFi,medium,"Planet of the Apes (French: La Planète des singes) (1963), Pierre Boulle",Kingdom of the Planet of the Apes (2024),https://en.wikipedia.org/wiki/List_of_fiction_works_made_into_feature_films_(K%E2%80%93R),3.91,75.0,16.0,245.0,1.0,"Em pouco tempo, os desbravadores do espaco descobrem a terrivel verdade: nesse mundo, seus pares humanos nao passam de bestas selvagens a servico da especie dominante... os macacos. Desde as primeiras paginas ate o surpreendente final - ainda mais impactante que a famosa cena final do filme de 1968 -, O planeta dos macacos e um romance de tirar o folego, temperado com boa dose de satira. Nele, Boulle revisita algumas das questoes mais antigas da humanidade: O que define o homem? O que nos diferencia dos animais? Quem sao os verdadeiros inimigos de nossa especie? Publicado pela primeira vez em 1963, O planeta dos macacos, de Pierre Boulle, inspirou uma das mais bem-sucedidas franquias da historia do cinema, tendo inicio no classico de 1968, estrelado por Charlton Heston, passando por diversas sequencias e chegando as adaptacoes cinematograficas mais recentes. Com milhoes de exemplares vendidos ao redor do mundo, O planeta dos macacos e um dos maiores classicos da ficcao cientifica, imprescindivel aos fas de cultura pop.",1034.0,Planet of the Apes,100,5.0,145.0,PG-13,20th Century Studios | Fórum Hungary,"Action,Adventure,Drama",167071.0,6.8,1
60,The Heaven Sword and Dragon Saber,Jin Yong,1961,Kung Fu Cult Master,1993,1990_1994,Fantasy_SciFi,medium,"The Heaven Sword and Dragon Saber (Chinese: 倚天屠龙记) (1961), Jin Yong",Kung Fu Cult Master (1993),https://en.wikipedia.org/wiki/List_of_fiction_works_made_into_feature_films_(D%E2%80%93J),,,,,,,,,0,12.0,107.0,,,"Action,Fantasy,History",4436.0,6.4,0
61,The Positronic Man,Isaac Asimov and Robert Silverberg,1993,Bicentennial Man,1999,1995_1999,Fantasy_SciFi,medium,"The Positronic Man (1993), Isaac Asimov and Robert Silverberg",Bicentennial Man (1999),https://en.wikipedia.org/wiki/List_of_fiction_works_made_into_feature_films_(K%E2%80%93R),4.07,143.0,23.0,259.0,1.0,"Powerful and haunting, The Positronic Manis an unforgettable novel that redefines Isaac Asimov's and Robert Silverberg's place among the greatest science fiction authors of all time.In the twenty-first century the creation of the positronic brain leads to the development of robot laborers and revolutionizes life on Earth. But to the Martin family, their household robot NDR-113 is more than a trusted friend, a confidant, a member of the family. For through some unknown manufacturing glitch, Andrew has been blessed with a capacity for love and a drive toward self-awareness and devlopment that are almost...human.
But almost is not enough. Andrew's dream is to become fully human. Facing human prejudice, the laws of robotics, and his own mechanical limitations, Andrew will use science and law in his quest for the impossible, arriving at last at a terrifying choice: to make his dream a reality, he must pay the ultimate price.",933.0,The Positronic Man,100,12.0,132.0,PG,Netflix | Walt Disney Studios Motion Pictures,"Drama,Romance,Sci-Fi",131423.0,6.9,0
62,Waltz into Darkness,Cornell Woolrich,1947,Original Sin,2001,2000_2004,Fantasy_SciFi,medium,"Waltz into Darkness (1947), Cornell Woolrich",Original Sin (2001),https://en.wikipedia.org/wiki/List_of_fiction_works_made_into_feature_films_(S%E2%80%93Z),3.55,98.0,2.0,,1.0,"A fun, creative, non-stop adventure! Tait brings us a well-realized magical world full of double dealing, action, and romance that fans of urban fantasy (like me!) will really love.
-Chris Marie Green, author of ONLY THE GOOD DIE YOUNG, Ghost for Hire, Book 1
An ancient, deadly magic is rising, and she's the only one who can harness it...
Kate Hamilton hates being treated like an outcast. Born a powerless Null to America's pre-eminent magical family, she escapes to a distant college and the life of a theater major. The last thing she wants is to be dragged into her family's war for global domination against the rival Makris clan. But when an innocent favor pulls Kate into a perilous contest with a legendary magical stone, she plunges into their dangerous world of spellcasting and scheming. A world Kate's sexy, devious boyfriend Kris is all too familiar with...
Hardened magical operative Kristof ""Kris"" Makris chafes under the rule of his lunatic father, but he's found the perfect way to overthrow his leader and save his people. But the artifact he needs is in the hands of the Hamilton family, and each attempt to steal it from Kate brings him closer to blowing his cover. If he does, he'll do more than alert his father to his treachery. He'll lose Kate. And that possibility bothers him more than he cares to admit.
As the ancient power inside the stone begins to transform Kate into a vessel of world-destroying magic, the line between friends and enemies blurs. Kristof must choose between his family and the girl he's grown to love. And Kate must either trust the man she thought she knew or lose herself to the stone's deadly embrace.",1655.0,Cast into Darkness,86,5.0,116.0,R,Metro-Goldwyn-Mayer | Netflix,"Crime,Drama,Mystery",63292.0,6.0,0
63,Northern Lights,Philip Pullman,1995,The Golden Compass,2007,2005_2009,Fantasy_SciFi,medium,"Northern Lights (1995), Philip Pullman",The Golden Compass (2007),https://en.wikipedia.org/wiki/List_of_fiction_works_made_into_feature_films_(K%E2%80%93R),3.29,853.0,54.0,372.0,0.0,"A CLASSIC FROM THE NEW YORK TIMESBESTSELLING AUTHOR OF THE THINGS THEY CARRIED
Originally published in 1975, Tim O'Brien's debut novel demonstrates the emotional complexity and enthralling narrative tension that later earned him the National Book Award. At its core is the relationship between two brothers: one who went to Vietnam and one who stayed at home. As the two brothers struggle against an unexpected blizzard in Minnesota's remote north woods, what they discover about themselves and each other will change both of them for ever.",540.0,Northern Lights,100,12.0,113.0,PG-13,Netflix | InterCom,"Adventure,Family,Fantasy",203297.0,6.1,0
64,The Hobbit,J. R. R. Tolkien,1937,The Hobbit: The Battle of the Five Armies,2014,2010_2014,Fantasy_SciFi,medium,"The Hobbit (1937), J. R. R. Tolkien",The Hobbit: The Battle of the Five Armies (2014),https://en.wikipedia.org/wiki/List_of_fiction_works_made_into_feature_films_(D%E2%80%93J),4.25,7733.0,762.0,306.0,1.0,"Bilbo Baggins is a reasonably typical hobbit: fond of sleeping, eating, drinking, parties and presents. However, it is his destiny to travel to the dwarflands in the east, to help slay the dragon Smaug. His quest takes him through enchanted forests, spiders' lairs, and under the Misty Mountains, where he comes across the vile Gollum, and tricks him out of his 'Precious' - a ring that makes its bearer invisible, and wields a terrible power of its own.
J.R.R. Tolkien's own description for the original edition:
""If you care for journeys there and back, out of the comfortable Western world, over the edge of the Wild, and home again, and can take an interest in a humble hero (blessed with a little wisdom and a little courage and considerable good luck), here is a record of such a journey and such a traveler. The period is the ancient time between the age of Faerie and the dominion of men, when the famous forest of Mirkwood was still standing, and the mountains were full of danger. In following the path of this humble adventurer, you will learn by the way (as he did) - if you do not already know all about these things - much about trolls, goblins, dwarves, and elves, and get some glimpses into the history and politics of a neglected but important period.""
""For Mr. Bilbo Baggins visited various notable persons; conversed with the dragon, Smaug the Magnificent; and was present, rather unwillingly, at the Battle of the Five Armies. This is all the more remarkable, since he was a hobbit. Hobbits have hitherto been passed over in history and legend, perhaps because they as a rule preferred comfort to excitement. But this account, based on his personal memoirs, of the one exciting year in the otherwise quiet life of Mr. Baggins will give you a fair idea of the estimable people now (it is said) becoming rather rare. They do not like noise.""",1859.0,The Hobbit,100,12.0,144.0,PG-13,Warner Bros. Entertainment | Netflix,"Adventure,Fantasy",614733.0,7.4,1
65,The Wonderful Wizard of Oz,L. Frank Baum,1900,The Steam Engines of Oz,2018,2015_2019,Fantasy_SciFi,medium,"The Wonderful Wizard of Oz (1900), L. Frank Baum",The Steam Engines of Oz (2018),https://en.wikipedia.org/wiki/List_of_fiction_works_made_into_feature_films_(S%E2%80%93Z),3.98,199.0,13.0,,1.0,"Follow the yellow brick road!
Dorothy thinks she's lost forever when a tornado whirls her and her dog, Toto, into a magical world. To get home, she must find the wonderful wizard in the Emerald City of Oz. On the way she meets the Scarecrow, the Tin Woodman and the Cowardly Lion. But the Wicked Witch of the West has her own plans for the new arrival - will Dorothy ever see Kansas again?",389.0,The Wonderful Wizard of Oz,100,5.0,79.0,NR,,"Adventure,Animation,Family",3474.0,3.9,0
66,Spaceman of Bohemia,Jaroslav Kalfař,2017,Spaceman,2024,2020_2024,Fantasy_SciFi,medium,"Spaceman of Bohemia (2017), Jaroslav Kalfař",Spaceman (2024),https://en.wikipedia.org/wiki/List_of_fiction_works_made_into_feature_films_(S%E2%80%93Z),3.89,960.0,212.0,277.0,0.0,"An intergalactic odyssey of love, ambition, and self-discovery
Orphaned as a boy, raised in the Czech countryside by his doting grandparents, Jakub Prochazka has risen from small-time scientist to become the country's first astronaut. When a dangerous solo mission to Venus offers him both the chance at heroism he's dreamt of, and a way to atone for his father's sins as a Communist informer, he ventures boldly into the vast unknown. But in so doing, he leaves behind his devoted wife, Lenka, whose love, he realizes too late, he has sacrificed on the altar of his ambitions.
Alone in Deep Space, Jakub discovers a possibly imaginary giant alien spider, who becomes his unlikely companion. Over philosophical conversations about the nature of love, life and death, and the deliciousness of bacon, the pair form an intense and emotional bond. Will it be enough to see Jakub through a clash with secret Russian rivals and return him safely to Earth for a second chance with Lenka?
Rich with warmth and suspense and surprise, Spaceman of Bohemia is an exuberant delight from start to finish. Very seldom has a novel this profound taken readers on a journey of such boundless entertainment and sheer fun.",1202.0,Spaceman of Bohemia,100,2.0,107.0,R,Netflix,"Adventure,Drama,Romance",46740.0,5.7,0
67,Stardust,Neil Gaiman,1999,Stardust,2007,2005_2009,Fantasy_SciFi,medium,"Stardust (1999), Neil Gaiman",Stardust (2007),https://en.wikipedia.org/wiki/List_of_fiction_works_made_into_feature_films_(S%E2%80%93Z),4.08,3618.0,523.0,333.0,0.0,"In the sleepy English countryside of decades past, there is a town that has stood on a jut of granite for six hundred years. And immediately to the east stands a high stone wall, for which the village is named. Here in the town of Wall, Tristran Thorn has lost his heart to the hauntingly beautiful Victoria Forester. One crisp October night, as they watch, a star falls from the sky, and Victoria promises to marry Tristran if he'll retrieve that star and bring it back for her. It is this promise that sends Tristran through the only gap in the wall, across the meadow, and into the most unforgettable adventure of his life.",626.0,Stardust,100,8.0,127.0,PG-13,Microsoft Store | Netflix | UIP-Dunafilm,"Adventure,Fantasy,Romance",297668.0,7.6,0
68,The Host,Stephenie Meyer,2008,The Host,2013,2010_2014,Fantasy_SciFi,medium,"The Host (2008), Stephenie Meyer",The Host (2013),https://en.wikipedia.org/wiki/List_of_fiction_works_made_into_feature_films_(D%E2%80%93J),3.84,1521.0,226.0,656.0,1.0,"The phenomenal #1 bestseller is now a major motion picture: ""Startling and addictive. . . . An epic story of love, family, and loyalty."" -USAToday
Melanie Stryder refuses to fade away.
Our world has been invaded by an unseen enemy that takes over the minds of human hosts while leaving their bodies intact. But Wanderer, the invading ""soul"" who occupies Melanie's body, finds its former tenant refusing to relinquish possession of her mind.
As Melanie fills Wanderer's thoughts with visions of Jared, a human who lives in hiding, Wanderer begins to yearn for a man she's never met. Soon Wanderer and Melanie-reluctant allies-set off to search for the man they both love.
Featuring one of the most unusual love triangles in literature, THE HOSTis a riveting and unforgettable novel about the persistence of love and the essence of what it means to be human.
THE HOST movie opens in theaters on March 29, 2013.",908.0,The Host,100,3.0,125.0,PG-13,Netflix | Open Road Flims | ProVideo,"Action,Adventure,Drama",121588.0,5.8,0
69,The Time Traveler's Wife,Audrey Niffenegger,2003,The Time Traveler's Wife,2009,2005_2009,Fantasy_SciFi,medium,"The Time Traveler's Wife (2003), Audrey Niffenegger",The Time Traveler's Wife (2009),https://en.wikipedia.org/wiki/List_of_fiction_works_made_into_feature_films_(S%E2%80%93Z),3.95,747127.0,31085.0,528.0,0.0,"The Time Traveler's Wifeis the story of Clare, a beautiful art student, and Henry, an adventuresome librarian, who have known each other since Clare was six and Henry was thirty-six, and were married when Clare was twenty-three and Henry thirty-one. Impossible but true, because Henry is one of the first people diagnosed with Chrono-Displacement Disorder: periodically his genetic clock resets and he finds himself misplaced in time, pulled to moments of emotional gravity in his life, past and future. His disappearances are spontaneous, his experiences unpredictable, alternately harrowing and amusing.
The Time Traveler's Wifedepicts the effects of time travel on Henry and Clare's marriage and their passionate love for each other as the story unfolds from both points of view. Clare and Henry attempt to live normal lives, pursuing familiar goals--steady jobs, good friends, children of their own. All of this is threatened by something they can neither prevent nor control, making their story intensely moving and entirely unforgettable.",1044.0,The Time Traveler's Wife,100,8.0,107.0,PG-13,Netflix | InterCom,"Drama,Fantasy,Romance",165211.0,7.1,0
70,The Mortal Instruments – Book One: City of Bones,Cassandra Clare,2007,The Mortal Instruments: City of Bones,2013,2010_2014,Fantasy_SciFi,medium,"The Mortal Instruments – Book One: City of Bones (2007), Cassandra Clare",The Mortal Instruments: City of Bones (2013),https://en.wikipedia.org/wiki/List_of_fiction_works_made_into_feature_films_(K%E2%80%93R),4.35,666.0,28.0,12.0,0.0,Free Comic Book Day Preview of THE MORTAL INSTRUMENTS: CITY OF BONES #1. This is also a flip-book preview of The Stuff of Legend.,129.0,The Mortal Instruments: City of Bones,87,8.0,130.0,PG-13,Netflix | Screen Gems | ProVideo,"Action,Adventure,Fantasy",143418.0,5.8,0
71,Murphy's Romance: A Novel,Max Schott,1980,Murphy's Romance,1985,1985_1989,Romance,medium,"Murphy's Romance: A Novel (1980), Max Schott",Murphy's Romance (1985),https://en.wikipedia.org/wiki/List_of_fiction_works_made_into_feature_films_(K%E2%80%93R),3.3,17.0,6.0,,0.0,,0.0,Murphy's Romance,80,12.0,107.0,PG-13,Columbia Pictures | Netflix,"Comedy,Drama,Romance",7784.0,7.0,0
72,"After Dark, My Sweet",Jim Thompson,1955,"After Dark, My Sweet",1990,1990_1994,Romance,medium,"After Dark, My Sweet (1955), Jim Thompson","After Dark, My Sweet (1990)","https://en.wikipedia.org/wiki/List_of_fiction_works_made_into_feature_films_(0%E2%80%939,_A%E2%80%93C)",3.91,33.0,2.0,,0.0,"Los planes no siempre salen bien. Cuando William <>Collins, una antigua estrella del boxeo, se escapa del centro psiquiatrico donde esta recluido, nada le hace pensar que la vida alli afuera puede ser de locos. Con una conducta gravemente danada por los golpes recibidos a lo largo de su carrera profesional, Kid bascula entre su exquisita amabilidad natural y sus repentinos brotes de violencia que le convierten en una maquina de matar.
En su nuevo camino se cruzara la bella Fay, quien, junto a su socio, convencera a Kid para dar el golpe perfecto: secuestrar a un inocente nino y vivir del rescate que esperan sacar de sus padres. Pero no sera tan facil: el nino es diabetico y, a menos que le inyecten puntualmente su dosis de insulina, puede morir en sus brazos...",771.0,"After Dark, My Sweet",100,8.0,114.0,R,Netflix,"Crime,Drama,Mystery",4733.0,6.5,0
73,Message in a Bottle,Nicholas Sparks,1998,Message in a Bottle,1999,1995_1999,Romance,medium,"Message in a Bottle (1998), Nicholas Sparks",Message in a Bottle (1999),https://en.wikipedia.org/wiki/List_of_fiction_works_made_into_feature_films_(K%E2%80%93R),3.95,187312.0,3228.0,342.0,0.0,"Shimmering with suspense and emotional intensity - takes readers on a hunt for the truth about a man and his memories, and about both the heartbreaking fragility and enormous strength of love.
Nicholas Sparks is our very best chronicler of the human heart. His stunning first novel, The Notebook, has been given by friend to friend and lover to lover all over the world as a testament to the timeless power of love. But if we thought he could never again move us so deeply, he now shows us he can-in a story that renews our faith in destiny...in the ability of true lovers to find each other no matter where, no matter when... Message In A Bottle
Thrown to the waves, and to fate, the bottle could have ended up anywhere. Instead, it is found just three weeks after it begins its journey. Theresa Osborne, divorced and the mother of a twelve-year-old son, picks it up during a seaside vacation from her job as a Boston newspaper columnist. Inside is a letter that opens with:
My Dearest Catherine, I miss you my darling, as I always do, but today is particularly hard because the ocean has been singing to me, and the song is that of our life together...
For ""Garrett,"" the man who signs the letter, the message is the only way he knows to express his undying love for a woman he has lost. For Theresa, wary of romance since her husband shattered her trust, the message raises questions that intrigue her. Who are Garrett and Catherine? Where is he now? What is his story?
Challenged by the mystery, and pulled to find Garrett by emotions she does not fully understand, Theresa begins a search that takes her to a sunlit coastal town and an unexpected confrontation. Brought together by chance-or something more powerful-Theresa and Garrett are people whose lives are about to touch for a purpose, in a tale that resonates with our deepest hopes for finding that special someone and everlasting love.
Shimmering with suspense and emotional intensity, Message in a Bottle takes readers on a hunt for the truth about a man and his memories, and about both the heartbreaking fragility and enormous strength of love. For those who cherished The Notebook and readers waiting to discover the magic of Nicholas Sparks's storytelling, here is his new, achingly lovely novel of happenstance, desire, and the choices that matter most...",2326.0,Message in a Bottle,100,2.0,126.0,PG-13,Warner Bros. Entertainment | Netflix,"Drama,Romance",42339.0,6.3,0
74,A Walk to Remember,Nicholas Sparks,1999,A Walk to Remember,2002,2000_2004,Romance,medium,"A Walk to Remember (1999), Nicholas Sparks",A Walk to Remember (2002),https://en.wikipedia.org/wiki/List_of_fiction_works_made_into_feature_films_(S%E2%80%93Z),4.15,549725.0,9914.0,240.0,0.0,"Every April, when the wind blows from the sea and mingles with the scent of lilacs, Landon Carter remembers his last year at Beaufort High. It was 1958, and Landon had already dated a girl or two. He even swore that he had once been in love. Certainly the last person in town he thought he'd fall for was Jamie Sullivan, the daughter of the town's Baptist minister.
A quiet girl who always carried a Bible with her schoolbooks, Jamie seemed content living in a world apart from the other teens. She took care of her widowed father, rescued hurt animals, and helped out at the local orphanage. No boy had ever asked her out. Landon would never have dreamed of it.
Then a twist of fate made Jamie his partner for the homecoming dance, and Landon Carter's life would never be the same. Being with Jamie would show him the depths of the human heart and lead him to a decision so stunning it would send him irrevocably on the road to manhood...
Did You Know?-
That Jamie was named after Nicholas's editor, Jamie Raab?
That Landon is the name of his third son?
That Nicholas Sparks recorded his own reading for the audio version of the novel?",1136.0,A Walk to Remember,100,1.0,101.0,PG,Warner Bros. Entertainment | Netflix,"Drama,Romance",230574.0,7.3,0
75,Nights in Rodanthe,Nicholas Sparks,2002,Nights in Rodanthe,2008,2005_2009,Romance,medium,"Nights in Rodanthe (2002), Nicholas Sparks",Nights in Rodanthe (2008),https://en.wikipedia.org/wiki/List_of_fiction_works_made_into_feature_films_(K%E2%80%93R),3.82,131201.0,3304.0,222.0,0.0,"From the #1 New York Times bestselling author Nicholas Sparks comes a tender story of hope and joy; of sacrifice and forgiveness -- a moving reminder that love is possible at any age, at any time, and often comes when we least expect it. At forty-five, Adrienne Willis must rethink her entire life when her husband abandons her for a younger woman. Reeling with heartache and in search of a respite, she flees to the small coastal town of Rodanthe, North Carolina to tend to a friend's inn for the weekend. But when a major storm starts moving in, it appears that Adrienne's perfect getaway will be ruined -- until a guest named Paul Flanner arrives. At fifty-four, Paul has just sold his medical practice and come to Rodanthe to escape his own shattered past. Now, with the storm closing in, two wounded people will turn to each other for comfort -- and in one weekend set in motion feelings that will resonate throughout the rest of their lives.
Did You Know?---
The main characters' names were Christmas presents to Nicholas's in-laws (Paul and Adrienne)?
This was Nicholas's first book to debut at #1?",1105.0,Nights in Rodanthe,100,9.0,97.0,PG-13,Netflix | InterCom | Warner Bros. Pictures,"Drama,Romance",27429.0,6.0,0
76,Dear John,Nicholas Sparks,2006,Dear John,2010,2010_2014,Romance,medium,"Dear John (2006), Nicholas Sparks",Dear John (2010),https://en.wikipedia.org/wiki/List_of_fiction_works_made_into_feature_films_(D%E2%80%93J),4.01,447841.0,9211.0,276.0,0.0,"An angry rebel, John dropped out of school and enlisted in the Army, not knowing what else to do with his life--until he meets the girl of his dreams, Savannah. Their mutual attraction quickly grows into the kind of love that leaves Savannah waiting for John to finish his tour of duty, and John wanting to settle down with the woman who has captured his heart.
But 9/11 changes everything. John feels it is his duty to re-enlist. And sadly, the long separation finds Savannah falling in love with someone else.
Dear John, the letter read... and with those two words, a heart was broken and two lives were changed forever. Returning home, John must come to grips with the fact that Savannah, now married, is still his true love--and face the hardest decision of his life.",771.0,Dear John,100,2.0,108.0,PG-13,Netflix | Screen Gems,"Drama,Romance,War",163433.0,6.3,0
77,After,Anna Todd,2014,After,2019,2015_2019,Romance,medium,"After (2014), Anna Todd",After (2019),"https://en.wikipedia.org/wiki/List_of_fiction_works_made_into_feature_films_(0%E2%80%939,_A%E2%80%93C)",3.73,17474.0,1701.0,350.0,0.0,"An infant left in the trash to die. A teenage mother who never knew she was pregnant . . .
Before That Morning, these were the words most often used to describe straight-A student and star soccer player Devon Davenport: responsible, hardworking, mature. But all that changes when the police find Devon home sick from school as they investigate the case of an abandoned baby. Soon the connection is made. Devon has just given birth; the baby in the trash is hers. After That Morning, there's only one way to define Devon: attempted murderer.
And yet gifted author Amy Efaw does the impossible. She turns Devon into an empathetic character, a girl who was in such deep denial that she refused to believe she was pregnant. Through airtight writing and fast-paced, gripping storytelling, Ms. Efaw takes the reader on Devon's unforgettable journey toward clarity, acceptance, and redemption.",886.0,After,100,4.0,105.0,PG-13,Netflix | Rai Cinema | Amazon Prime Video | Big Bang Media,"Drama,Romance",75323.0,5.3,0
78,After Ever Happy,Anna Todd,2015,After Ever Happy,2022,2020_2024,Romance,medium,"After Ever Happy (2015), Anna Todd",After Ever Happy (2022),"https://en.wikipedia.org/wiki/List_of_fiction_works_made_into_feature_films_(0%E2%80%939,_A%E2%80%93C)",4.08,13331.0,793.0,512.0,1.0,"Tessa and Hardin have defied all the odds, but will their fairy tale ending be turned on its head? AFTER EVER HAPPY...Life will never be the same. #HESSA
It's never been all rainbows and sunshine for Tessa and Hardin, but each new challenge they've faced has only made their passionate bond stronger and stronger. But when a revelation about the past shakes Hardin's inpenetrable facade to the core--and then Tessa suffers a tragedy--will they stick together again, or be torn apart?
As the shocking truth about each of their families emerges, it's clear the two lovers are not so different from each other. Tessa is no longer the sweet, simple, good girl she was when she met Hardin--any more than he is the cruel, moody boy she fell so hard for. Tessa understands all the troubling emotions brewing beneath Hardin's exterior, and she knows she's the only one who can calm him when he erupts. He needs her.
But the more layers of his past come to light, the darker he grows, and the harder he pushes Tessa--and everyone else in his life--away. Tessa's not sure if she really can save him--not without sacrificing herself. She refuses to go down without a fight. But who is she fighting for--Hardin or herself?",1210.0,"After Ever Happy (After, #4)",80,8.0,95.0,R,Voltage Pictures,"Drama,Romance",15077.0,4.8,0
79,After Hours,Edwin Torres,1979,Carlito's Way,1993,1990_1994,Romance,medium,"After Hours (1979), Edwin Torres",Carlito's Way (1993),"https://en.wikipedia.org/wiki/List_of_fiction_works_made_into_feature_films_(0%E2%80%939,_A%E2%80%93C)",4.08,67.0,5.0,,0.0,"Older and wiser after five years inside, Carlito Brigante, Puerto Rican heavy hitter and drug dealer is looking to slow down, maybe get out of the whole scene. But as a name with a rep to uphold it's tough, and Carlito needs to pull in some money somehow.",255.0,After Hours,100,11.0,144.0,R,Universal Pictures | Netflix,"Crime,Drama,Thriller",246787.0,7.9,0
