row_id,book_title,book_author,book_publication_year,film_title,movie_release_year,release_period,genre_bucket,match_confidence,fiction_work_raw,film_adaptation_raw,source_page_url,book_avg_rating,book_ratings_count,book_reviews_count,book_page_count,book_series_indicator,book_description,book_description_length,goodreads_match_title,goodreads_match_score,movie_release_month,runtime_minutes,mpaa_rating,distributor,movie_genre_raw,imdb_vote_count,imdb_rating,top_500_box_office
271,Old Yeller,Fred Gipson,1956,Little Arliss,1984,1980_1984,Drama_Literary,medium,"Old Yeller (1956), Fred Gipson",Little Arliss (1984),https://en.wikipedia.org/wiki/List_of_fiction_works_made_into_feature_films_(K%E2%80%93R),4.06,231.0,35.0,,1.0,,0.0,Old Yeller,100,,,,,,,,0
272,Ordinary People,Judith Guest,1976,Ordinary People,1980,1980_1984,Drama_Literary,medium,"Ordinary People (1976), Judith Guest",Ordinary People (1980),https://en.wikipedia.org/wiki/List_of_fiction_works_made_into_feature_films_(K%E2%80%93R),3.9,248.0,10.0,,0.0,"An extraordinary novel about an ""ordinary family"" divided by pain, yet bound by their struggle to heal
In Ordinary People, Judith Guest's remarkable first novel, the Jarrets are a typical American family. Calvin is a determined, successful provider and Beth an organized, efficient wife. They had two sons, Conrad and Buck, but now they have one. In this memorable, moving novel, Judith Guest takes the reader into their lives to share their misunderstandings, pain...and ultimate healing.",489.0,Ordinary People,100,9.0,124.0,R,Paramount Pictures | Netflix,Drama,61613.0,7.7,0
273,"Professor Unrat, oder Das Ende eines Tyrannen",Heinrich Mann,1905,Lola,1981,1980_1984,Drama_Literary,medium,"Professor Unrat, oder Das Ende eines Tyrannen (1905), Heinrich Mann",Lola (1981),https://en.wikipedia.org/wiki/List_of_fiction_works_made_into_feature_films_(K%E2%80%93R),,,,,,,,,0,8.0,115.0,,United Artists | Netflix,"Drama,Romance",7381.0,7.4,0
274,Ragtime,E. L. Doctorow,1975,Ragtime,1981,1980_1984,Drama_Literary,medium,"Ragtime (1975), E. L. Doctorow",Ragtime (1981),https://en.wikipedia.org/wiki/List_of_fiction_works_made_into_feature_films_(K%E2%80%93R),3.88,408.0,61.0,270.0,0.0,"Published in 1975, Ragtimechanged our very concept of what a novel could be. An extraordinary tapestry, Ragtime captures the spirit of America in the era between the turn of the century & the First World War. The story opens in 1906 in New Rochelle, NY, at the home of an affluent American family. One lazy Sunday afternoon, the famous escape artist Harry Houdini swerves his car into a telephone pole outside their house. Almost magically, the line between fantasy & historical fact, between real & imaginary characters, disappears. Henry Ford, Emma Goldman, J.P. Morgan, Evelyn Nesbit, Sigmund Freud & Emiliano Zapata slip in & out of the tale, crossing paths with Doctorow's imagined family & other fictional characters, including an immigrant peddler & a ragtime musician from Harlem whose insistence on a point of justice drives him to revolutionary violence.",864.0,Ragtime,100,11.0,155.0,PG,Paramount Pictures | Netflix,Drama,11497.0,7.3,0
275,Sanshiro Sugata,Tsuneo Tomita,1942,Sanshiro Sugata,1981,1980_1984,Drama_Literary,medium,"Sanshiro Sugata (姿三四郎, Sugata Sanshirō) (1942), Tsuneo Tomita",Sanshiro Sugata (1981),https://en.wikipedia.org/wiki/List_of_fiction_works_made_into_feature_films_(S%E2%80%93Z),3.81,60.0,5.0,,0.0,,0.0,Sanshiro,69,,,,,,,,0
276,Scarface,Armitage Trail,1930,Scarface,1983,1980_1984,Drama_Literary,medium,"Scarface (1930), Armitage Trail",Scarface (1983),https://en.wikipedia.org/wiki/List_of_fiction_works_made_into_feature_films_(S%E2%80%93Z),3.0,2.0,1.0,,0.0,,0.0,Son of Scarface,69,12.0,170.0,R,iTunes | Universal Pictures | Netflix,"Crime,Drama",1008624.0,8.3,0
277,The Witnesses,Anne Holden,1971,The Bedroom Window,1987,1985_1989,Comedy_Satire,medium,"The Witnesses (1971), Anne Holden",The Bedroom Window (1987),https://en.wikipedia.org/wiki/List_of_fiction_works_made_into_feature_films_(S%E2%80%93Z),3.86,3086.0,360.0,136.0,0.0,"The family next door has a very dark secret.
The Sanderson family has been forced into hiding after one of them stumbled upon a criminal plot. Or so they think. No one will answer their questions. And the terrifying truth may come too late....
BookShots
LIGHTNING-FAST STORIES BY JAMES PATTERSON
Novels you can devour in a few hours. Impossible to stop reading. All original content from James Patterson.",404.0,The Witnesses,100,1.0,112.0,R,Netflix | Dino De Laurentiis Company,"Crime,Drama,Mystery",7770.0,6.4,0
278,Union Street,Pat Barker,1982,Stanley & Iris,1989,1985_1989,Historical_Biography,medium,"Union Street (1982), Pat Barker",Stanley & Iris (1989),https://en.wikipedia.org/wiki/List_of_fiction_works_made_into_feature_films_(S%E2%80%93Z),3.87,717.0,61.0,265.0,0.0,"An alternate cover of this ISBN can be found .
Vivid, bawdy and bitter' (The Times), Pat Barker's first novel shows the women of Union Street, young and old, meeting the harsh challeges of poverty and survival in a precarious world. There's Kelly, at eleven, neglected and independent, dealing with a squalid rape; Dinah, knocking on sixty and still on the game; Joanne, not yet twenty, not yet married, and already pregnant; Old Alice, welcoming her impending death; Muriel helplessly watching the decline of her stoical husband. And linking them all, watching over them all, mother to half the street, is fiery, indomitable Iris.",632.0,Union Street,100,,104.0,,Metro-Goldwyn-Mayer | Netflix,"Drama,Romance",9398.0,6.4,0
279,Little Dorrit,Charles Dickens,1855,Little Dorrit,1987,1985_1989,Horror,medium,"Little Dorrit (serialised 1855–1857, published as a book 1857), Charles Dickens",Little Dorrit (1987),https://en.wikipedia.org/wiki/List_of_fiction_works_made_into_feature_films_(K%E2%80%93R),3.97,407.0,30.0,,0.0,This book was converted from its physical edition to the digital format by a community of volunteers. You may find it for free on the web. Purchase of the Kindle edition includes wireless delivery.,197.0,Little Dorrit,100,12.0,357.0,,Netflix | Curzon Artificial Eye,"Drama,Romance",1350.0,7.1,0
280,Sultana - La Nuit du Sérail,Prince Michael of Greece and Denmark,1982,The Favorite (a.k.a. Intimate Power),1989,1985_1989,Horror,medium,"Sultana - La Nuit du Sérail (1982), Prince Michael of Greece and Denmark",The Favorite (a.k.a. Intimate Power) (1989),https://en.wikipedia.org/wiki/List_of_fiction_works_made_into_feature_films_(S%E2%80%93Z),3.78,50.0,6.0,,0.0,"Aimee Dubuc de Riverie, cousine de la future imperatrice Josephine, naquit a la Martinique a la fin du XVIIIe siecle. Capturee par les pirates barbaresques a l'age de quinze ans, offerte par le Dey d'Alger au Sultan de Constantinople, elle verra des lors toute son existence se derouler dans le Serail. Favorite du vieux Sultan, amoureuse et aimee de son successeur, mere adoptive d'un troisieme Sultan, elle detiendra un pouvoir occulte de plus en plus important. Redigeant ses memoires alors que ses jours sont comptes, Aimee revit l'incroyable aventure de l'enfant qui croyait en son destin comment l'adolescente reduite en esclavage devint, a travers l'amour et les larmes, une jeune femme passionnee puis une Sultane au sommet de la puissance dans le monde clos, violent, fastueux et fascinant de la cour de Turquie.",821.0,La nuit du Sérail,80,,,,,,,,0
281,The Devil in the Flesh,Raymond Radiguet,1923,Devil in the Flesh,1986,1985_1989,Horror,medium,"The Devil in the Flesh (French: Le Diable au corps) (1923), Raymond Radiguet",Devil in the Flesh (1986),https://en.wikipedia.org/wiki/List_of_fiction_works_made_into_feature_films_(D%E2%80%93J),3.73,11.0,1.0,,0.0,"Hailed by Jean Cocteau as a ""masterpiece,"" and by the ""Guardian"" as ""Bret Easton Ellis's ""Less Than Zero, avant la lettre,"""" this taut tale written by a teenager in the form of a frank ""confession"" is a gem of early twentieth century romanticism. Long unavailable in the U.S., it is here presented in a sparkling new translation.
Set in Paris during the First World War, it tells the story of Francois, the 16-year-old narrator, who falls in love with Marthe, an older, married woman whose husband is off fighting at the front. What seems to begin as a charming tale of puppy love quickly darkens, and they launch into a steamy affair. In the tense environment of the wartime city, their love takes on a desperation transcending their youthfulness.
And as the badly-kept secret of their relationship unfolds, scandal descends, leading the story to a final, startling conclusion--and causing the book itself to become a scandal when it was first published in 1923, just before the author's death at the age of 20.",1012.0,The Devil in the Flesh,100,4.0,114.0,R,BAC Films,"Drama,Romance",2160.0,5.6,0
282,The Food of the Gods and How It Came to Earth,H. G. Wells,1904,Food of the Gods II,1989,1985_1989,Horror,medium,"The Food of the Gods and How It Came to Earth (1904), H. G. Wells",Food of the Gods II (1989),https://en.wikipedia.org/wiki/List_of_fiction_works_made_into_feature_films_(D%E2%80%93J),3.45,5.0,2.0,,0.0,"This is an electronic edition of the complete book complemented by author biography. This book features the table of contents linked to every book and chapter. The book was designed for optimal navigation on the Kindle, PDA, Smartphone, and other electronic readers. It is formatted to display on all electronic devices including the Kindle, Smartphones and other Mobile Devices with a small display.
******************
The Food of the Gods and How it Came to Earthis a novel written by H. G. Wells. Published in 1904, it is one of his lesser known scientific romances, aside from the various B-movie adaptations.
- Excerpted from Wikipedia, the free encyclopedia.
More e-Books from MobileReference - Best Books. Best Price. Best Search and Navigation (TM)
All fiction books are only $0.99. All collections are only $5.99
Designed for optimal navigation on Kindle and other electronic devices
Search for any title: enter mobi(shortened MobileReference) and a keyword; for example: mobi Shakespeare
To view all books, click on the MobileReference link next to a book title
Literary Classics:Over 10,000 complete works by Shakespeare, Jane Austen, Mark Twain, Conan Doyle, Jules Verne, Dickens, Tolstoy, and other authors. All books feature hyperlinked table of contents, footnotes, and author biography. Books are also available as collections, organized by an author. Collections simplify book access through categorical, alphabetical, and chronological indexes. They offer lower price, convenience of one-time download, and reduce clutter of titles in your digital library.
Religion:The Illustrated King James Bible, American Standard Bible, World English Bible (Modern Translation), Mormon Church's Sacred Texts
Philosophy:Rousseau, Spinoza, Plato, Aristotle, Marx, Engels
Travel Guides and Phrasebooks for All Major Cities:New York, Paris, London, Rome, Venice, Prague, Beijing, Greece
Medical Study Guides:Anatomy and Physiology, Pharmacology, Abbreviations and Terminology, Human Nervous System, Biochemistry
College Study Guides:FREE Weight and Measures, Physics, Math, Chemistry, Organic Chemistry, Statistics, Languages, Philosophy, Psychology, Mythology 
History:Art History, American Presidents, U.S. History, Encyclopedias of Roman Empire, Ancient Egypt
Health:Acupressure Guide, First Aid Guide, Art of Love, Cookbook, Cocktails, Astrology
Reference:The World's Biggest Mobile Encyclopedia; CIA World Factbook, Illustrated Encyclopedias of Birds, Mammal",2465.0,The Food of the Gods and How It Came to Earth,100,5.0,91.0,R,Carolco Pictures,"Horror,Sci-Fi",1527.0,4.2,0
283,The Running Man,Stephen King,1982,The Running Man,1987,1985_1989,Horror,medium,"The Running Man (1982), Stephen King",The Running Man (1987),https://en.wikipedia.org/wiki/List_of_fiction_works_made_into_feature_films_(K%E2%80%93R),3.81,756.0,39.0,317.0,0.0,"Die USA im Jahr 2025: Wer Arbeit hat, kann von Gluck reden. Fur das Heer der Arbeitslosen gibt's billiges Rauschgift und kostenloses Fernsehen - Free-Vee. Die Regierung und die offentlichen Fernsehanstalten arbeiten in grossen Allianzen zusammen, die Grossstadte sind infolge der jahrelangen Misswirtschaft vollkommen verseucht. Ben Richards, Vater einer totkranken Tochter, lebt mit seiner Familie in der verkommenen Wohnsiedlung Co-Op-City. Um Geld fur die Medizin seiner Tochter zu bekommen, bewirbt er sich bei Network Games und wird der beliebtesten Game-Show zugeteilt: Menschenjagd - ""Running Man"".
Die Regeln sind denkbar einfach. Sie gewinnen fur jede Stunde, die Sie in Freiheit verbringen, hundert Neudollar. Wir statten Sie zu Beginn der Jagd mit 4800 Dollar aus, da wir davon ausgehen, dass Sie es schaffen werden, die Jager 48 Stunden an der Nase herumzufuhren. Wenn Sie dreissig Tage durchhalten, gewinnen Sie den Grossen Preis. Eine Milliarde Neudollar. Ben Richards will diese Chance nutzen, um seine Tochter zu retten, doch er weiss genau: Diese Show lauft seit sechs Jahren. Bisher hat kein Mensch sie uberlebt. Ben Richards will der erste sein...
Dieses Buch entstand 1982 als Roman, den Stephen King zunachst unter dem Pseudonym Richard Bachmann veroffentlichte.",1283.0,The Running Man,100,11.0,101.0,R,TriStar Pictures | Netflix,"Action,Sci-Fi,Thriller",189841.0,6.6,0
284,Who Censored Roger Rabbit?,Gary K. Wolf,1981,Who Framed Roger Rabbit,1988,1985_1989,Horror,medium,"Who Censored Roger Rabbit? (1981), Gary K. Wolf",Who Framed Roger Rabbit (1988),https://en.wikipedia.org/wiki/List_of_fiction_works_made_into_feature_films_(S%E2%80%93Z),,,,,,,,,0,6.0,104.0,PG,Walt Disney Studios Motion Pictures | Disney+,"Adventure,Animation,Comedy",232419.0,7.7,1
285,Mother Night,Kurt Vonnegut,1961,Mother Night,1996,1995_1999,Comedy_Satire,medium,"Mother Night (1961), Kurt Vonnegut",Mother Night (1996),https://en.wikipedia.org/wiki/List_of_fiction_works_made_into_feature_films_(K%E2%80%93R),4.21,53698.0,1878.0,282.0,0.0,"Mother Nightis a daring challenge to our moral sense. American Howard W. Campbell, Jr., a spy during World War II, is now on trial in Israel as a Nazi war criminal. But is he really guilty? In this brilliant book rife with true gallows humor, Vonnegut turns black and white into a chilling shade of gray with a verdict that will haunt us all.",342.0,Mother Night,100,11.0,114.0,,Netflix | Fine Line Features,"Drama,Romance,War",5888.0,7.1,0
286,Strip Tease,Carl Hiaasen,1993,Striptease,1996,1995_1999,Comedy_Satire,medium,"Strip Tease (1993), Carl Hiaasen",Striptease (1996),https://en.wikipedia.org/wiki/List_of_fiction_works_made_into_feature_films_(S%E2%80%93Z),3.83,341.0,7.0,,0.0,,0.0,Strip Tease,100,6.0,115.0,R,Columbia Pictures | Netflix,"Comedy,Crime,Drama",51304.0,4.6,0
287,"To Sir, With Love",E. R. Braithwaite,1959,"To Sir, with Love II",1996,1995_1999,Comedy_Satire,medium,"To Sir, With Love (1959), E. R. Braithwaite","To Sir, with Love II (1996)",https://en.wikipedia.org/wiki/List_of_fiction_works_made_into_feature_films_(S%E2%80%93Z),4.15,258.0,16.0,,0.0,"This classic schoolroom drama of a black teacher in London's tough East End who triumphs over bigotry and ignorance to change the lives of his students forever was hailed by the ""New York Times"" as ""a book that the reader devours quickly, ponders slowly, and forgets not at all""
With opportunities for black men limited in post-World War II London, Rick Braithwaite, a former Royal Air Force pilot and Cambridge-educated engineer, accepts a teaching position that puts him in charge of a class of angry, unmotivated, bigoted white teenagers whom the system has mostly abandoned. When his efforts to reach these troubled students are met with threats, suspicion, and derision, Braithwaite takes a radical new approach. He will treat his students as people poised to enter the adult world. He will teach them to respect themselves and to call him ""Sir."" He will open up vistas before them that they never knew existed. And over the course of a remarkable year, he will touch the lives of his students in extraordinary ways, even as they in turn, unexpectedly and profoundly, touch his.
Based on actual events in the author's life, ""To Sir, With Love ""is a powerfully moving story that celebrates courage, commitment, and vision, and is the inspiration for the classic film starring Sidney Poitier.",1295.0,"To Sir, With Love",100,4.0,,NR,,,,,0
288,The Pianist,Manuel Vázquez Montalbán,1985,The Pianist,1998,1995_1999,Historical_Biography,medium,"The Pianist (Spanish: El pianista) (1985), Manuel Vázquez Montalbán",The Pianist (1998),https://en.wikipedia.org/wiki/List_of_fiction_works_made_into_feature_films_(K%E2%80%93R),4.24,96.0,4.0,,0.0,"We are drawn in to share his surprise and then disbelief at the horrifying progress of events, all conveyed with an understated intimacy and dailiness that render them painfully close... riveting' OBSERVER
On September 23, 1939, Wladyslaw Szpilman played Chopin's Nocturne in C-sharp minor live on the radio as shells exploded outside - so loudly that he couldn't hear his piano. It was the last live music broadcast from Warsaw: That day, a German bomb hit the station, and Polish Radio went off the air.
Though he lost his entire family, Szpilman survived in hiding. In the end, his life was saved by a German officer who heard him play the same Chopin Nocturne on a piano found among the rubble. Written immediately after the war and suppressed for decades, THE PIANIST is a stunning testament to human endurance and the redemptive power of fellow feeling.
'The images drawn are unusually sharp and clear... but its moral tone is even more striking: Szpilman refuses to make a hero or a demon out of anyone' LITERARY REVIEW",1026.0,The Pianist,100,9.0,,,,,,,0
289,The Devil's Advocate,Andrew Neiderman,1990,The Devil's Advocate,1997,1995_1999,Horror,medium,"The Devil's Advocate (1990), Andrew Neiderman",The Devil's Advocate (1997),https://en.wikipedia.org/wiki/List_of_fiction_works_made_into_feature_films_(D%E2%80%93J),3.34,72.0,14.0,,0.0,"The past stood between them
Ten years ago marriage to Julius Morrell would have promised Luisa a golden, sunlit future, she loved him so much, Now it only guaranteed her sister's freedom and a future filled with uncertainty for Luisa.
For she was overwhelmed by memories too long denied... of Scotland on an eternal afternoon, of first love--the strongest and the best--and of things too painful to remember even now.
And Julius was blinded by thoughts of revenge that seemed to overshadow the silent promise they'd once shared.",528.0,The Devil's Advocate,100,10.0,144.0,R,Warner Bros. Entertainment | HBO Max,"Drama,Fantasy,Mystery",441331.0,7.5,0
290,The Green Mile,Stephen King,1996,The Green Mile,1999,1995_1999,Horror,medium,"The Green Mile (1996), Stephen King",The Green Mile (1999),https://en.wikipedia.org/wiki/List_of_fiction_works_made_into_feature_films_(D%E2%80%93J),4.42,177376.0,3540.0,592.0,1.0,"At Cold Mountain Penitentiary, along the lonely stretch of cells known as the Green Mile, killers are depraved as the psychopathic ""Billy the Kid"" Wharton and the possessed Eduard Delacroix await death strapped in ""Old Sparky."" Here guards as decent as Paul Edgecombe and as sadistic as Percy Wetmore watch over them. But good or evil, innocent or guilty, none have ever seen the brutal likes of the new prisoner, John Coffey, sentenced to death for raping and murdering two young girls. Is Coffey a devil in human form? Or is he a far, far different kind of being?
The complete Green Mile serial, this set includes The Green Mile #1: The Two Dead Girls, The Green Mile #2: The Mouse on the Mile, The Green Mile #3: Coffey's Hands, The Green Mile #4: The Bad Death of Eduard Delacroix, The Green Mile #5: Night Journey and The Green Mile #6.",841.0,The Green Mile,100,12.0,189.0,R,Warner Bros. Entertainment | Universal Pictures,"Crime,Drama,Fantasy",1550984.0,8.6,0
291,The Haunting of Hill House,Shirley Jackson,1959,The Haunting,1999,1995_1999,Horror,medium,"The Haunting of Hill House (1959), Shirley Jackson",The Haunting (1999),https://en.wikipedia.org/wiki/List_of_fiction_works_made_into_feature_films_(D%E2%80%93J),3.89,1564.0,300.0,246.0,0.0,"The classic supernatural thriller by an author who helped define the genre.
It is the story of four seekers who arrive at a notoriously unfriendly pile called Hill House: Dr. Montague, an occult scholar looking for solid evidence of a ""haunting""; Theodora, his lighthearted assistant; Eleanor, a friendless, fragile young woman well acquainted with poltergeists; and Luke, the future heir of Hill House. At first, their stay seems destined to be merely a spooky encounter with inexplicable phenomena. But Hill House is gathering its powers - and soon it will choose one of them to make its own.",594.0,The Haunting of Hill House,100,7.0,113.0,PG-13,Netflix | UIP-Dunafilm,"Fantasy,Horror,Mystery",84433.0,5.0,0
292,White Shark,Peter Benchley,1994,Creature,1998,1995_1999,Horror,medium,"White Shark (1994), Peter Benchley",Creature (1998),https://en.wikipedia.org/wiki/List_of_fiction_works_made_into_feature_films_(S%E2%80%93Z),3.5,2474.0,110.0,340.0,0.0,"At a small marine institute off the coast of Connecticut, only marine biologist Simon Chase realizes that a sixteen-foot pregnant Great White is feeding in the area. But even Simon doesn't know that a far deadlier creature is about to come out of the deep and threaten everything he cares for. A creature whose malevolence is unthinkable. Whose need to feed is insatiable. And whose relentless hunt for prey is unstoppable.
Twenty years after his huge bestseller Jaws, the master of the deep has done it again, letting loose a chilling new predator that only he could create. Drawing on his singular knowledge of the sea, science, and history, Peter Benchley masterfully spins a suspense-filled novel that hits you on a primal level, makes your heart pound, and leaves your blood running cold.
White Shark is Peter Benchley at his best. Read it at your own risk.",862.0,White Shark,100,,76.0,,,Documentary,116.0,6.5,0
293,Woe to Live On,Daniel Woodrell,1987,Ride with the Devil,1999,1995_1999,Horror,medium,"Woe to Live On (1987), Daniel Woodrell",Ride with the Devil (1999),https://en.wikipedia.org/wiki/List_of_fiction_works_made_into_feature_films_(S%E2%80%93Z),4.2,7.0,2.0,,0.0,"Set in the border states of Kansas and Missouri, Woe to Live Onexplores the nature of lawlessness and violence, friendship and loyalty, through the eyes of young recruit Jake Roedel. Where he and his fellow First Kansas Irregulars go, no one is safe, no one can be neutral. Roedel grows up fast, experiencing a brutal parody of war without standards or mercy. But as friends fall and families flee, he questions his loyalties and becomes an outsider even to those who have become outlaws.",488.0,Woe to Live On,100,11.0,138.0,R,Universal Pictures | Netflix,"Drama,Romance,War",15249.0,6.7,0
294,Fear and Loathing in Las Vegas,Hunter S. Thompson,1971,Fear and Loathing in Las Vegas,1998,1995_1999,Action_Adventure,medium,"Fear and Loathing in Las Vegas (1971), Hunter S. Thompson",Fear and Loathing in Las Vegas (1998),https://en.wikipedia.org/wiki/List_of_fiction_works_made_into_feature_films_(D%E2%80%93J),4.08,448.0,8.0,,0.0,"'We were somewhere around Barstow on the edge of the desert when the drugs began to take hold. I remember saying something like, ""I feel a bit lightheaded; maybe you should drive ...""'
Hunter S. Thompson is roaring down the desert highway to Las Vegas with his attorney, the Samoan, to find the dark side of the American Dream. Armed with a drug arsenal of stupendous proportions, the duo engage in a surreal succession of chemically enhanced confrontations with casino operators, police officers and assorted Middle Americans.
This ebook edition of Hunter S. Thompson's iconic masterpiece, a controversial bestseller when it appeared in 1971, features the brilliant Ralph Steadman illustrations of the original. It brings to a new generation the hallucinatory humour and nightmare terror of Hunter S. Thompson's musings on the collapse of the American Dream.",859.0,Fear and Loathing in Las Vegas,100,5.0,118.0,R,Universal Pictures | Netflix,"Adventure,Comedy,Drama",318261.0,7.4,0
295,The Hunter,Donald E. Westlake,1962,Payback,1999,1995_1999,Action_Adventure,medium,"The Hunter (1962), Donald E. Westlake",Payback (1999),https://en.wikipedia.org/wiki/List_of_fiction_works_made_into_feature_films_(D%E2%80%93J),4.08,295.0,12.0,,1.0,"M'rtvo tialo
Zakliuchena vrata
Zagad'chen sluchai
Zapoznaite se s Rob'rt Kh'nt'r - nai-mladiiat detektiv, naznachavan niakoga v otdel <>na politsiiata v Los Andzhelis. P'rvoto razsledvane, koeto mu poveriavat, e lesen za razreshavane sluchai na samoubiistvo. Kogato pristiga na mestoprest'plenieto, obache, Kh'nt'r b'rzo zapochva da podozira, che tuk ima neshcho neredno.
Toi e uveren, che zhertvata ne se e samoubila, no dokazatelstvata siakash sa protiv nego...",463.0,The Hunter,100,2.0,100.0,R,Paramount Pictures | Netflix,"Action,Crime,Drama",153159.0,7.0,0
296,The Jewel of Seven Stars,Bram Stoker,1903,Bram Stoker's Legend of the Mummy,1997,1995_1999,Action_Adventure,medium,"The Jewel of Seven Stars (1903), Bram Stoker",Bram Stoker's Legend of the Mummy (1997),https://en.wikipedia.org/wiki/List_of_fiction_works_made_into_feature_films_(D%E2%80%93J),3.4,2.0,1.0,,0.0,"An Egyptologist, attempting to raise from the dead the mummy of Tera, an ancient Egyptian queen, finds a fabulous gem and is stricken senseless by an unknown force. Amid bloody and eerie scenes, his daughter is possessed by Tera's soul, and her fate depends upon bringing Tera's mummified body to life.",302.0,The Jewel of Seven Stars,100,,,,,,,,0
297,The King's Damosel,Vera Chapman,1976,Quest for Camelot,1998,1995_1999,Action_Adventure,medium,"The King's Damosel (1976), Vera Chapman",Quest for Camelot (1998),https://en.wikipedia.org/wiki/List_of_fiction_works_made_into_feature_films_(K%E2%80%93R),3.54,144.0,21.0,,1.0,,0.0,The King's Damosel,100,5.0,86.0,G,,"Adventure,Animation,Comedy",19537.0,6.3,0
298,White Fang,Jack London,1906,White Fang,1997,1995_1999,Action_Adventure,medium,"White Fang (1906), Jack London",White Fang (1997),https://en.wikipedia.org/wiki/List_of_fiction_works_made_into_feature_films_(S%E2%80%93Z),3.94,35.0,8.0,203.0,0.0,,0.0,White Fang,100,1.0,50.0,,,"Adventure,Animation,Family",90.0,6.0,0
299,The Chamber,John Grisham,1994,The Chamber,1996,1995_1999,Thriller_Mystery_Crime,medium,"The Chamber (1994), John Grisham",The Chamber (1996),"https://en.wikipedia.org/wiki/List_of_fiction_works_made_into_feature_films_(0%E2%80%939,_A%E2%80%93C)",3.77,721.0,47.0,486.0,0.0,"In 1967 in Greenville, Mississippi, known Klan member Sam Cayhall is accused of bombing the law offices of Jewish civil rights activist Marvin Kramer, killing Kramer's two sons. Cayhall's first trial, with an all-white jury and a Klan rally outside the courthouse, ends in a hung jury; the retrial six months later has the same outcome.Twelve years later an ambitions district attorney in Greenville reopens the case. Much has changed since 1967, and this time, with a jury of eight whites and four blacks, Cayhall is convicted. He is transferred to the state penitentiary at Parchman to await execution on death row.
In 1990, in the huge Chicago law firm of Kravitz & Bane, a young laywer named Adam Hall asked to work on the Cayhall case, which the firm has handled on a pro bono basis for years. But the case is all but lost and time is running out: within weeks Sam Cayhall will finally go to the gas chamber. Why in the world would Adam want to get involved?",963.0,The Chamber,100,10.0,113.0,R,Universal Pictures | Netflix,"Crime,Drama,Thriller",17115.0,6.0,0
300,The Rainmaker,John Grisham,1995,The Rainmaker,1997,1995_1999,Thriller_Mystery_Crime,medium,"The Rainmaker (1995), John Grisham",The Rainmaker (1997),https://en.wikipedia.org/wiki/List_of_fiction_works_made_into_feature_films_(K%E2%80%93R),3.91,1243.0,54.0,568.0,0.0,"Rudy Baylor is a newly qualified lawyer: he has one case, and one case alone, to save himself from his mounting debts. His case is against a giant insurance company which could have saved a young man's life, but instead refused to pay the claim until it was too late.
The settlement could be worth millions of dollars, but there is one problem: Rudy has never argued a case in court before, and he's up against the most expensive lawyers that money can buy.",457.0,The Rainmaker,100,11.0,135.0,PG-13,Netflix | UIP-Dunafilm,"Crime,Drama,Thriller",90418.0,7.2,0
301,The Man Without a Face,Isabelle Holland,1972,The Man Without a Face,1993,1990_1994,Comedy_Satire,medium,"The Man Without a Face (1972), Isabelle Holland",The Man Without a Face (1993),https://en.wikipedia.org/wiki/List_of_fiction_works_made_into_feature_films_(K%E2%80%93R),3.78,5.0,2.0,,0.0,"Charles didn't know much about life ... until he met The Man Without a Face I'd never had a friend, and he was my friend; I'd never really, except for a shadowy memory, had a father, and he was my father. I'd never known an adult I could communicate with or trust, and I communicated with him all the time, whether I was actually talking to him or not. And I trusted him
Fourteen-year-old Charles desperately wants two things: a father and a way out. Little love has come his way until the summer he befriends a mysterious scarred man named Justin McLeod, nicknamed """"The Man Without a Face."" Charles enlists McLeod's help as tutor for the St. Matthew's school entrance exams, his ticket away from the unpleasant restrictions of his home life. But more important than anything he could get out of a book, that summer Charles learns from McLeod a stirring life lesson about the many faces of love.
Not much affection had come Charles's way until the summer he was fourteen, when he met McLeod [a man whose face was deeply scarred] and learned that love has many facets.' BL. `A highly moral book, powerfully and sensitively written; a book that never loses sight of the human."" H.",1179.0,The Man Without a Face,100,8.0,115.0,PG-13,Warner Bros. Entertainment | Netflix,Drama,32824.0,6.7,0
302,Girl with a Pearl Earring,Tracy Chevalier,1999,Girl with a Pearl Earring,2003,2000_2004,Comedy_Satire,medium,"Girl with a Pearl Earring (1999), Tracy Chevalier",Girl with a Pearl Earring (2003),https://en.wikipedia.org/wiki/List_of_fiction_works_made_into_feature_films_(D%E2%80%93J),3.85,8245.0,682.0,233.0,0.0,"History and fiction merge seamlessly in Tracy Chevalier's luminous novel about artistic vision and sensual awakening. Through the eyes of sixteen-year-old Griet, the world of 1660s Holland comes dazzlingly alive in this richly imagined portrait of the young woman who inspired one of Vermeer's most celebrated paintings.",320.0,Girl With a Pearl Earring,100,12.0,100.0,PG-13,UIP-Dunafilm,"Biography,Drama,Romance",85437.0,6.9,0
